Category;ProductNaam;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw
Brood, graan, ontbijtproducten;Bambix Groeipap fijn graan ;voor schaaltje;25;343;12;70;2;0;1;0;0.6;0;0;9.5;4;40;2.6;110;;2.2;470;355;0;0.8;0.1;0.3;0;0;0;;45;0;0;70;50;28.6
Brood, graan, ontbijtproducten;Bambix Groeipap volk ontbijt ;voor schaaltje;20;340;11;70;2;0;1;0;0.8;0;0;10.5;40;50;6.7;110;;2.4;440;320;0;0.8;0.1;0.2;0;0;0;;35;0;5;65;46;28.1
Brood, graan, ontbijtproducten;Bambix Smulpap appel-honi ;gram;1;351;8;76;2;1;1;0;1;0;0;8.9;16;80;6.6;70;;1.6;430;260;;0.8;0;0.07;0;0;0;;35;0;26.8;48.9;32;32.1
Brood, graan, ontbijtproducten;Bambix Smulpap peer-bana ;gram;1;356;9;77;1;0;1;0;0.5;0;0;6.3;10;30;2.6;80;;1.6;430;240;;1;0;0.07;0;0;0;;45;0;28.6;48.4;37;25.8
Brood, graan, ontbijtproducten;Banketstaaf ;stuks;60;437;9;49;23;10;13;2;2.2;42;0;3.6;238;71;1.3;65;4;1.01;260;149;185;0.05;0.14;0.07;0.21;2;1.6;0.3;18;1;30.1;18.7;27;17.5
Brood, graan, ontbijtproducten;Beschuit ;stuks;10;402;15;72;6;3;4;0.3;1.1;32;0;2;200;26;1.8;25;16;0.9;222;130;0;0.08;0.14;0.07;0;0;0.4;0.8;7;1;12.2;59.8;59;8.8
Brood, graan, ontbijtproducten;Beschuit Na- ;stuks;10;394;14;71;6;3;4;0.3;1.1;32;0;2.3;37;26;1.8;25;16;0.9;223;130;0;0.08;0.14;0.07;0;0;0.4;0.8;7;1;8;63;56;9.3
Brood, graan, ontbijtproducten;Beschuit volkoren ;stuks;10;380;15;66;6;2;4;0.3;1.3;60;0;8.5;300;26;2.2;99;41;0.57;425;230;0;0.34;0.1;0.14;0;0;0;0.2;7;4.7;11;55;60;15.3
Brood, graan, ontbijtproducten;Beschuitbol ;stuks;25;402;15;72;6;3;4;0.3;1.1;32;0;2;200;26;1.8;25;16;0.9;222;130;0;0.08;0.14;0.07;0;0;0.4;0.8;7;1;12.2;59.8;59;8.8
Brood, graan, ontbijtproducten;Bindmiddel gemiddeld ;eetlepel punt;7;338;8;75;1;0;1;0;0.3;0;0;1.5;13;22;0.9;15;4;0.47;114;83;0;0.05;0.03;0.09;0;0;0;0.3;12;0.7;2.3;72.4;31;10.6
Brood, graan, ontbijtproducten;Bladerdeeg (hartige taart) ;hartige taart;;295;9;53;5;1;4;0.2;1.1;6;0;2.7;500;74;1.4;29;4;0.75;178;120;1;0.07;0.11;0.07;0;0;0;0.2;39;0.7;5.2;47;37;12.9
Brood, graan, ontbijtproducten;Bloem ;eetlepel punt;10;338;11;71;1;0;1;0;0.4;0;0;2;2;23;0.8;20;5;0.64;156;103;0;0.07;0.04;0.12;0;0;0;0.4;16;1;1.3;69.6;43;9.5
Brood, graan, ontbijtproducten;Boekweitgrutten ;voor schaaltje;20;346;8;74;2;0;2;0;0.6;0;0;5.6;1;12;2;80;9;1.1;218;150;1;0.28;0.07;0.4;0;0;0;0.1;29;2.8;2.1;71.9;32;18.8
Brood, graan, ontbijtproducten;Boekweitmeel ;voor schaaltje;20;346;10;72;2;0;2;0;0.6;0;0;5.6;2;15;2;117;9;2;200;150;0;0.2;0.05;0.25;0;0;0;1;39;2;2;70;40;15
Brood, graan, ontbijtproducten;Boterbrood ;snee;30;270;10;51;3;1;2;0.1;0.5;5;0;2.7;500;90;0.9;24;5;0.66;206;130;0;0.07;0.15;0.07;0;0;0;0.1;17;0.7;5.8;45.5;35;13.4
Brood, graan, ontbijtproducten;Boterletter ;stuks;60;437;9;49;23;10;13;2;2.2;42;0;3.6;238;71;1.3;65;4;1.01;260;149;185;0.05;0.14;0.07;0.21;2;1.6;0.3;18;1;30.1;18.7;27;17.5
Brood, graan, ontbijtproducten;Brinta (ontbijt) ;ontbijt;;323;11;65;2;0;2;0;0.8;0;0;10.5;200;0;3.5;85;53;2.4;400;330;0;0.35;0.06;0.22;0;0;0;1.4;60;5.6;4;61;44;30
Brood, graan, ontbijtproducten;Brood geroosterd (uit pak) ;uit pak;;360;14;67;4;1;3;0.1;1.3;0;0;2.6;750;15;2.2;12;34;0.6;150;150;0;0.15;0.06;0.05;0;0;0;0;15;1;15;52;56;10.8
Brood, graan, ontbijtproducten;Brood krenten- ;bolletje;50;268;8;52;3;1;2;0.2;0.6;5;0;3;300;47;1.8;29;4;0.6;447;100;0;0.1;0.04;0.05;0;0;0;0.7;16;0.7;24.6;27.1;32;12.5
Brood, graan, ontbijtproducten;Brood Natrium-arm ;;;241;10;45;2;1;2;;;1;0;5.1;40;31;1.7;54;4;1.1;210;;0;0.14;0.08;0.17;0;0;0;0.3;27;1.8;;;;
Brood, graan, ontbijtproducten;Brood volkoren- ;snee;35;220;9;41;3;1;2;0;1.1;1;0;6.8;531;33;2.6;66;4;1.43;274;239;0;0.27;0.07;0.25;0;0;0;0.2;23;2.4;4.7;35.8;35;27.2
Brood, graan, ontbijtproducten;Brood wit- melk ;snee;30;270;10;51;3;1;2;0.1;0.5;5;0;2.7;500;90;0.9;24;5;0.66;206;130;0;0.07;0.15;0.07;0;0;0;0.1;17;0.7;5.8;45.5;35;13.4
Brood, graan, ontbijtproducten;Brood- tarwe ;snee;35;239;10;45;2;1;2;0;0.9;1;0;5.1;571;31;1.7;54;4;1.1;210;241;0;0.14;0.08;0.17;0;0;0;0.1;27;1.8;2;43.1;38;25.4
Brood, graan, ontbijtproducten;Brooddeegbodem Pizza ;gram;1;229;6;40;5;2;3;0;1.6;0;0;1.2;465;16;0.5;15;3;0.41;97;64;47;0.05;0.05;0.08;0;0;0.4;0.2;24;0.6;0.7;38.7;25;10.3
Brood, graan, ontbijtproducten;Broodje bruin ;snee;35;239;10;45;2;1;2;0;0.9;1;0;5.1;571;31;1.7;54;4;1.1;210;241;0;0.14;0.08;0.17;0;0;0;0.1;27;1.8;2;43.1;38;25.4
Brood, graan, ontbijtproducten;Broodje luxe wit ;bolletje;45;295;9;53;5;1;4;0.2;1.1;6;0;2.7;500;74;1.4;29;4;0.75;178;120;1;0.07;0.11;0.07;0;0;0;0.2;39;0.7;5.2;47;37;12.9
Brood, graan, ontbijtproducten;Broodje wit ;bolletje;45;260;8;52;2;1;2;0.1;0.7;1;0;2.7;500;22;0.9;16;4;0.5;128;87;0;0.05;0.04;0.04;0;0;0;0.1;25;0.7;3.4;48.6;32;10.7
Brood, graan, ontbijtproducten;Bruinbrood ;snee;35;239;10;45;2;1;2;0;0.9;1;0;5.1;571;31;1.7;54;4;1.1;210;241;0;0.14;0.08;0.17;0;0;0;0.1;27;1.8;2;43.1;38;25.4
Brood, graan, ontbijtproducten;Cassavemeel ;eetlepel punt;10;332;2;81;0;0;0;0;0;0;0;1.8;4;150;5.4;;;;20;105;0;0.08;0.07;;0;4;0;;24;1.6;3;78;8;52.5
Brood, graan, ontbijtproducten;Cornflakes Kellogg's (ontbijt) ;ontbijt;;370;7;84;1;0;0;0;0.3;0;0;3;950;5;7.9;10;2;0.2;90;40;14;1.2;1.3;1.7;0.85;0;0;0.4;273;15;8;76;28;5.7
Brood, graan, ontbijtproducten;Cornflakes ontbijt ;voor schaaltje;30;370;7;84;1;0;0;0;0.3;0;0;3;950;5;0;10;2;0.2;90;40;14;0.16;0.08;1.7;0.85;0;0;0.4;15;1.1;8;76;28;5.7
Brood, graan, ontbijtproducten;Couscous onbereid ;groentelepel punt;9;347;13;72;1;0;0;0;0.3;0;0;5;10;24;1.1;44;;0.83;166;170;0;0.16;0.08;0.11;0;0;0;;20;3.5;0.7;71.7;51;13.3
Brood, graan, ontbijtproducten;Cracker ;stuks;3;465;8;70;17;7;10;1.6;1.8;0;0;2.2;610;110;1.7;25;4;0.7;120;110;0;0.23;0.05;0.03;0;0;0;1.3;16;1.7;5;65;32;13.8
Brood, graan, ontbijtproducten;Cracker glutenvrij Glutafin ;stuks;10;484;3;69;22;9;13;;3.3;0;0;0.7;1;20;4.4;;;;205;;;;;;0;;;;9;;2;67;10;
Brood, graan, ontbijtproducten;Cracker tea- matses ;gram;1;329;11;68;1;0;1;0;0.5;0;0;3.9;5;15;2;25;;;250;125;0;0.17;0.06;0.09;0;0;0;;10;1.2;3;65;44;11.4
Brood, graan, ontbijtproducten;Cracottes (toost) ;toost;;349;10;69;3;1;2;0.1;1;1;0;4.2;700;42;1.7;32;4;0.6;226;130;0;0.16;0.04;0.15;0;0;0;1.5;;0.6;5.7;63.7;40;12.6
Brood, graan, ontbijtproducten;Cracottes volkoren ;stuks;14;325;11;61;4;2;2;0;0.9;1;0;8.7;670;43;2.6;75;4;1.2;364;280;;0.3;0.06;0.34;0;0;0;1.5;19;6;7;54.3;44;25.5
Brood, graan, ontbijtproducten;Creamcracker ;stuks;3;465;8;70;17;7;10;1.6;1.8;0;0;2.2;610;110;1.7;25;4;0.7;120;110;0;0.23;0.05;0.03;0;0;0;1.3;16;1.7;5;65;32;13.8
Brood, graan, ontbijtproducten;Creamcracker Na- ;stuks;3;445;10;72;13;5;8;1.2;1.3;0;0;0.9;15;25;0.8;;;;135;92;0;0.08;0.06;0.03;0;0;;;16;;6;67;40;9.2
Brood, graan, ontbijtproducten;Croissants ;stuks;40;424;7;46;24;13;10;2;1.6;75;0;2.7;916;74;1.4;34;4;0.72;178;120;2;0.07;0.11;0.07;0;0;0;1.8;28;0.7;0;46;28;17.1
Brood, graan, ontbijtproducten;Cruesli ;eetlepel punt;10;384;10;69;7;2;6;0;2.1;0;0;5;21;70;3.3;119;;2.56;395;241;0;0.3;0.1;0.12;0;0;0;3.2;9;1.6;15.3;53.8;42;23.4
Brood, graan, ontbijtproducten;Custardpoeder ;eetlepel punt;10;340;0;85;0;0;0;0;0;0;0;0;200;20;0.5;7;;0;10;30;0;0;0;0;0;0;0;0;0;0;5;80;0;
Brood, graan, ontbijtproducten;Drinkontbijt melkbasis ;zakje;24;348;5;79;1;0;1;0;0.3;0;0;6.2;10;0;14.5;85;53;2.9;200;200;;1.3;0.55;1.8;0;63;0;10;37;5.7;39.2;40;22;37
Brood, graan, ontbijtproducten;FruitOntbijt Hero Drinkontb ;gram;1;56;1;14;0;0;0;0;0;0;0;2;6;;;;;;;;0;0.21;;;0;24;0;1.5;;2.7;11.9;1.7;2;
Brood, graan, ontbijtproducten;FruitOntbijt (Hero) Calcium+ ;Hero;;57;0;14;0;0;0;0;0;0;0;2;6;80;;;;;;;0;0.21;;;0;24;0;1.5;;2.7;12.2;1.9;1;
Brood, graan, ontbijtproducten;Geroosterd brood (uit pak) ;uit pak;;360;14;67;4;1;3;0.1;1.3;0;0;2.6;750;15;2.2;12;34;0.6;150;150;0;0.15;0.06;0.05;0;0;0;0;15;1;15;52;56;10.8
Brood, graan, ontbijtproducten;Gerst hele korrel onbereid ;gram;1;305;11;61;2;0;2;0;0.9;0;0;14.8;4;50;6;91;1;3.3;560;380;0;0.31;0.1;0.56;0;0;0;0.9;50;5.2;1.7;59.1;42;35.8
Brood, graan, ontbijtproducten;Gierst onbereid ;kopje;120;364;11;71;4;1;3;0;1.6;0;0;3;3;25;4.8;100;2;1.7;280;300;0;0.26;0.14;0;0;0;0;0.3;30;1.8;0;71;44;27.3
Brood, graan, ontbijtproducten;Gort vlug- gedroogd ;eetlepel punt;10;349;8;77;1;0;1;0;0.4;0;0;3;3;10;1;;;;120;130;0;0.06;0.06;0.25;0;0;0;;15;2.5;2;74;32;16.3
Brood, graan, ontbijtproducten;Gortemout ;eetlepel punt;10;318;10;65;2;0;2;0;1;0;0;7.2;10;60;4;44;1;3.1;300;350;0;0.09;0.08;0.25;0;0;0;0.3;15;3;3;62;40;35
Brood, graan, ontbijtproducten;Griesmeel ;kopje;70;333;11;70;1;0;1;0;0.4;0;0;2;2;15;1;32;1;0.6;100;90;0;0.07;0.03;0.05;0;0;0;0.1;16;0.9;3;67;44;8.2
Brood, graan, ontbijtproducten;Grutten boekweit- ;voor schaaltje;20;346;8;74;2;0;2;0;0.6;0;0;5.6;1;12;2;80;9;1.1;218;150;1;0.28;0.07;0.4;0;0;0;0.1;29;2.8;2.1;71.9;32;18.8
Brood, graan, ontbijtproducten;Havermout ;eetlepel punt;5;363;13;62;7;1;6;0;2.7;0;0;7.1;5;70;4;128;7;14.4;300;400;0;0.6;0.05;0.12;0;0;0;1.6;44;1;4;58;52;30.8
Brood, graan, ontbijtproducten;Havervlokken ;eetlepel punt;5;363;13;62;7;1;6;0;2.7;0;0;7.1;5;70;4;128;7;14.4;300;400;0;0.6;0.05;0.12;0;0;0;1.6;44;1;4;58;52;30.8
Brood, graan, ontbijtproducten;Italiaanse bol ;bolletje;45;260;8;52;2;1;2;0.1;0.7;1;0;2.7;500;22;0.9;16;4;0.5;128;87;0;0.05;0.04;0.04;0;0;0;0.1;25;0.7;3.4;48.6;32;10.7
Brood, graan, ontbijtproducten;Juspoeder ;tabletje;9;576;7;51;38;18;20;0;2.9;0;0;0.9;5.6;0;0;;;;;0;0;0;0;0;;0;0;;;0;0;51;0;
Brood, graan, ontbijtproducten;Kadetje ;bolletje;45;295;9;53;5;1;4;0.2;1.1;6;0;2.7;500;74;1.4;29;4;0.75;178;120;1;0.07;0.11;0.07;0;0;0;0.2;39;0.7;5.2;47;37;12.9
Brood, graan, ontbijtproducten;Kellogg's Frosties ;eetlepel punt;5;371;5;87;1;0;0;0;0.2;0;0;1.5;600;453;7.9;10;;0.2;60;30;0;1.2;1.3;1.7;0.85;0;0;;277;15;39;48;18;6.7
Brood, graan, ontbijtproducten;Kellogg's Fruit 'n Fibre ;eetlepel punt;5;363;8;68;6;1;5;0;2.8;0;0;9;600;30;8.8;70;;1.5;430;190;0;0.9;1;1.3;0.65;0;0;;418;11.3;25;43;32;23.8
Brood, graan, ontbijtproducten;Kellogg's Rice Krispies ;eetlepel punt;5;381;6;87;1;1;0;0;0.2;0;0;1;650;5;7.9;40;;1;140;130;0;1.2;1.3;1.7;0.85;0;0;;266;15;10;77;24;21.7
Brood, graan, ontbijtproducten;Kellogg's Smacks ontbijt ;eetlepel punt;5;374;7;82;2;1;1;0;0.6;0;0;4.5;10;267;7.9;50;;2;240;180;0;1.2;1.3;1.7;0.85;0;0;;256;15;43;39;28;25.7
Brood, graan, ontbijtproducten;Kerstkrans ;stuks;60;437;9;49;23;10;13;2;2.2;42;0;3.6;238;71;1.3;65;4;1.01;260;149;185;0.05;0.14;0.07;0.21;2;1.6;0.3;18;1;30.1;18.7;27;17.5
Brood, graan, ontbijtproducten;Kn?ckebr?d gemiddeld ;stuks;10;373;11;64;8;2;6;0.5;2.7;0;0;10.5;548;75;2.5;86;2;2.16;391;284;0;0.23;0.13;0.22;0;0;0;1;31;1.9;3.2;61.1;45;25.4
Brood, graan, ontbijtproducten;Kn?ckebr?d goudbruin ;stuks;10;347;14;60;6;1;4;0.3;2.9;0;0;10;600;100;3;90;2;2.4;520;330;0;0.3;0.2;0.3;0;0;0;1;31;3;6;54.2;56;23.6
Brood, graan, ontbijtproducten;Kn?ckebr?d lichtgewicht ;stuks;5;309;10;64;1;0;1;0.1;0.4;0;0;16;500;50;2.7;110;2;2.5;400;335;0;0.3;0.3;0.31;0;0;0;0.9;31;1.1;2.5;61.6;40;33.5
Brood, graan, ontbijtproducten;Kn?ckebr?d maanzaad ;stuks;13;391;11;68;9;3;6;0.5;2.6;0;0;6;400;70;1.5;50;2;1;260;220;0;0.2;0.2;0.24;0;0;0;1;31;2;4.2;62.2;44;20
Brood, graan, ontbijtproducten;Kn?ckebr?d muesli ;stuks;15;353;12;65;5;1;4;0.3;1.8;0;0;10;400;40;2.5;100;2;2.5;500;325;0;0.22;0.1;0.3;0;0;0;0.5;;2.4;9;57.3;48;27.1
Brood, graan, ontbijtproducten;Kn?ckebr?d sandwich ;stuks;31;481;11;51;26;13;13;1.5;2.2;0;0;4.1;600;152;3.6;42;;2.2;;330;;0.12;0.14;;0;;;1;;1.4;8.7;42.1;46;28.9
Brood, graan, ontbijtproducten;Kn?ckebr?d sesam ;stuks;13;399;12;65;10;2;9;0.6;3.8;0;0;6;575;100;2.3;70;2;1.8;250;225;0;0.2;0.1;0.12;0;0;0;0.9;31;2.4;3.5;61.8;46;19.6
Brood, graan, ontbijtproducten;Kn?ckebr?d vezelrijk ;stuks;10;305;13;45;8;1;7;0.4;2.9;0;0;24;600;160;5.7;190;2;4;700;550;0;0.4;0.2;0.31;0;0;0;1.5;;5.2;2.5;42.7;52;42.3
Brood, graan, ontbijtproducten;Kn?ckebr?d volkoren ;stuks;12;316;10;65;2;0;2;0.1;0.4;0;0;15.3;515;40;2.5;100;2;2.5;500;325;0;0.22;0.1;0.26;0;0;0;0.5;31;1;1.5;63.4;39;33.2
Brood, graan, ontbijtproducten;Krentenbrood ;bolletje;50;268;8;52;3;1;2;0.2;0.6;5;0;3;300;47;1.8;29;4;0.6;447;100;0;0.1;0.04;0.05;0;0;0;0.7;16;0.7;24.6;27.1;32;12.5
Brood, graan, ontbijtproducten;Krentenbrood volkoren ;bolletje;50;237;7;47;2;0;2;0;0.9;1;0;7.2;428;36;2.5;60;5;1.19;359;209;0;0.23;0.06;0.23;0;0;0;0.2;19;2;18.8;28.6;30;28.2
Brood, graan, ontbijtproducten;Luxebroodje wit ;bolletje;45;295;9;53;5;1;4;0.2;1.1;6;0;2.7;500;74;1.4;29;4;0.75;178;120;1;0.07;0.11;0.07;0;0;0;0.2;39;0.7;5.2;47;37;12.9
Brood, graan, ontbijtproducten;Maanzaadbroodje wit ;bolletje;45;295;9;53;5;1;4;0.2;1.1;6;0;2.7;500;74;1.4;29;4;0.75;178;120;1;0.07;0.11;0.07;0;0;0;0.2;39;0.7;5.2;47;37;12.9
Brood, graan, ontbijtproducten;Mailsovite ;bolletje;50;220;9;41;3;1;2;0;1.1;1;0;6.8;531;33;2.6;66;4;1.43;274;239;0;0.27;0.07;0.25;0;0;0;0.2;23;2.4;4.7;35.8;35;27.2
Brood, graan, ontbijtproducten;Ma?sbroodje ;bolletje;45;295;9;53;5;1;4;0.2;1.1;6;0;2.7;500;74;1.4;29;4;0.75;178;120;1;0.07;0.11;0.07;0;0;0;0.2;39;0.7;5.2;47;37;12.9
Brood, graan, ontbijtproducten;Maismeel ;eetlepel punt;10;359;9;74;3;1;2;0;1.1;0;0;4.4;1;20;3.3;47;;2.5;285;180;0;0.26;0.08;0.06;0;0;0;;20;0.1;6;68;36;20
Brood, graan, ontbijtproducten;Maizena ;eetlepel punt;7;340;0;85;0;0;0;0;0;0;0;0.5;2;20;1.5;2;;0;3;30;0;0;0;0;0;0;0;0;0;0;5;80;0;
Brood, graan, ontbijtproducten;Meergranen rijst onbereid ;groentelepel punt;60;346;9;74;2;0;1;0;0.6;0;0;2.7;20;12;1.3;94;2;0.8;250;300;0;0.21;0.03;0.25;0;0;0;0.8;36;3.6;1;73;36;33.3
Brood, graan, ontbijtproducten;Meergranenbrood ;snee;35;220;9;41;3;1;2;0;1.1;1;0;6.8;531;33;2.6;66;4;1.43;274;239;0;0.27;0.07;0.25;0;0;0;0.2;23;2.4;4.7;35.8;35;27.2
Brood, graan, ontbijtproducten;Milk&Fruit zuiveldrank ;glas;150;68;2;13;1;1;0;0;0;3;0;0;0;80;0;12;1;0.33;157;77;;0.03;0.3;0.3;;15;0;0.1;;0.1;12.8;0.1;0;33.5
Brood, graan, ontbijtproducten;Molenaar kindermeel ;eetlepel punt;10;372;8;83;1;0;0;0;0.2;0;0;1.5;4;7;0.4;24;3;1.6;110;96;0;0.05;0.02;0.15;0;0;0;0;10;1;0;84;33;11.7
Brood, graan, ontbijtproducten;Moutbrood Tarvo ;snee;35;241;9;47;2;1;1;0;0.6;1;0;4;490;49;1.5;32;4;1;188;144;0;0.1;0.09;0.12;0;0;0;0.2;19;1.8;2.9;43.7;37;15.3
Brood, graan, ontbijtproducten;Muesli m suiker ;lepel;10;396;11;64;11;3;8;0.1;3.1;0;0;6;51;180;3;129;;2.56;525;265;0;0.2;0.2;0.08;0;2;0;3.2;9;1.2;21;43;42;25
Brood, graan, ontbijtproducten;Muesli zonder suiker ;eetlepel punt;10;384;10;69;7;2;6;0;2.1;0;0;5;21;70;3.3;119;;2.56;395;241;0;0.3;0.1;0.12;0;0;0;3.2;9;1.6;15.3;53.8;42;23.4
Brood, graan, ontbijtproducten;Nutrix rijstebloem instant ;eetlepel punt;10;376;7;86;0;0;0;0;0.2;0;0;1;2;20;1.1;20;3;1.6;120;100;0;0.8;0.03;0.2;0;0;0;0;10;1;0;84;27;14.7
Brood, graan, ontbijtproducten;Oliebol ;stuks;55;246;7;40;6;1;5;0;3.3;15;0;2.1;339;67;0.8;22;4;0.55;255;106;14;0.07;0.15;0.1;0.2;1;0.1;4.1;29;0.5;13.2;27.1;19;15.8
Brood, graan, ontbijtproducten;Palmpaashaantje ;stuks;50;295;9;53;5;1;4;0.2;1.1;6;0;2.7;500;74;1.4;29;4;0.75;178;120;1;0.07;0.11;0.07;0;0;0;0.2;39;0.7;5.2;47;37;12.9
Brood, graan, ontbijtproducten;Pannenkoekenmix ;eetlepel;10;337;10;72;1;0;1;0;0.4;0;0;2;210;20;0.8;51;5;0.64;156;210;0;0.07;0.04;0.12;0;0;0;0.4;28;1;0;72;40;21
Brood, graan, ontbijtproducten;Pannenkoekenmix viergranen ;eetlepel;10;337;10;72;1;0;1;0;0.4;0;0;2;210;20;0.8;51;5;0.64;156;210;0;0.07;0.04;0.12;0;0;0;0.4;28;1;0;72;40;21
Brood, graan, ontbijtproducten;Pannenkoekmeel ;eetlepel;10;337;10;72;1;0;1;0;0.4;0;0;2;210;20;0.8;51;5;0.64;156;210;0;0.07;0.04;0.12;0;0;0;0.4;28;1;0;72;40;21
Brood, graan, ontbijtproducten;Parelgort onbereid ;eetlepel punt;10;322;9;67;2;0;2;0;0.8;0;0;8.6;5;15;2;44;1;2;250;200;0;0.03;0.03;0.25;0;0;0;0.4;15;3;0;67;36;22.2
Brood, graan, ontbijtproducten;Pistolet bruin ;bolletje;50;239;10;45;2;1;2;0;0.9;1;0;5.1;571;31;1.7;54;4;1.1;210;241;0;0.14;0.08;0.17;0;0;0;0.1;27;1.8;2;43.1;38;25.4
Brood, graan, ontbijtproducten;Pistolet wit ;bolletje;45;260;8;52;2;1;2;0.1;0.7;1;0;2.7;500;22;0.9;16;4;0.5;128;87;0;0.05;0.04;0.04;0;0;0;0.1;25;0.7;3.4;48.6;32;10.7
Brood, graan, ontbijtproducten;Pittabroodje ;kleine;45;260;8;52;2;1;2;0.1;0.7;1;0;2.7;500;22;0.9;16;4;0.5;128;87;0;0.05;0.04;0.04;0;0;0;0.1;25;0.7;3.4;48.6;32;10.7
Brood, graan, ontbijtproducten;Pizzabodem brooddeeg ;gram;1;229;6;40;5;2;3;0;1.6;0;0;1.2;465;16;0.5;15;3;0.41;97;64;47;0.05;0.05;0.08;0;0;0.4;0.2;24;0.6;0.7;38.7;25;10.3
Brood, graan, ontbijtproducten;Poffertjesmix ;eetlepel punt;10;337;10;72;1;0;1;0;0.4;0;0;2;1.1;85;0.8;;;;156;250;0;0.07;0.04;0.12;0;0;0;;28;1;5;67;40;25
Brood, graan, ontbijtproducten;Pofmais gedroogd ;gram;1;364;11;71;4;1;3;0;1.6;0;0;5;5;20;3;;;;250;250;0;0.3;0.08;0.22;0;0;0;;11;1;5;66;44;22.7
Brood, graan, ontbijtproducten;Puddingpoeder ;voor schaaltje;20;340;0;85;0;0;0;0;0;0;0;0.5;200;20;0.5;;;;10;30;0;0;0;0;0;0;0;;0;0;70;15;0;
Brood, graan, ontbijtproducten;Puddingpoeder instant ;voor schaaltje;20;376;0;94;0;0;0;0;0;0;0;0.3;1;250;0.1;7;;2.5;2;690;0;0;0;0;0;0;0;0;0;0;75;19;0;
Brood, graan, ontbijtproducten;Puddingpoeder choc instant ;voor schaaltje;20;369;1;89;1;1;0;0;0;0;0;0.5;1.08;350;1;;;;260;680;0;0;0;0;0;0;;;;0;67;22;4;680
Brood, graan, ontbijtproducten;Puddingpoeder choc suik- ;eetlepel punt;10;335;6;71;3;2;1;0;0.1;0;0;0.2;34;30;7.2;;;;800;210;0;0.02;0.05;0.03;0;0;;;;0.6;5;66;24;35
Brood, graan, ontbijtproducten;Puddingpoeder griesm suik- ;eetlepel punt;9;381;9;84;1;0;1;0;0.4;0;0;0.2;28;25;1;;;;130;90;0;0.07;0.03;0.05;0;0;0;;16;0.9;3;81;36;10
Brood, graan, ontbijtproducten;Puddingpoeder inst Bourbon ;voor schaaltje;20;415;2;86;7;5;2;0;0.3;0;0;0.3;960;195;0;;;;120;680;0;0;0;0;0;0;;;0;0;70;16;8;340
Brood, graan, ontbijtproducten;Puddingpoeder z suiker ;eetlepel punt;10;332;0;83;0;0;0;0;0;0;0;0;240;2;0.2;;;;4;30;0;0;0;0.01;0;0;0;;0;0;5;79;0;
Brood, graan, ontbijtproducten;Puddingsaus vruchten- ;sauslepel;25;160;0;40;0;0;0;0;0;0;0;0.5;;8;0.4;2;;0.05;;9;0;;;;0;;0;;0;;40;0;0;
Brood, graan, ontbijtproducten;Rijstebloem ;voor schaaltje;20;349;7;78;1;0;1;0;0.4;0;0;2.4;2;10;0.4;90;3;1.17;100;100;0;0.04;0.03;0.12;0;0;0;0;10;1;0;78;28;14.3
Brood, graan, ontbijtproducten;Roggebloem 60% uitmaling ;eetlepel punt;10;333;8;73;1;0;1;0;0.4;0;0;5;10;30;1.5;51;1;1.3;200;150;0;0.15;0.07;0.23;0;0;0;0.2;21;1;5;68;32;18.8
Brood, graan, ontbijtproducten;Roggebrood donker ;snee;45;177;6;35;2;0;1;0;0.5;0;0;8.8;427;25;3;36;2;1.58;300;200;0;0.05;0.07;0.15;0;0;0;0.9;23;1;11.9;23.2;23;35.1
Brood, graan, ontbijtproducten;Roggebrood donker Na- ;snee;40;179;6;35;2;0;1;0;0.5;0;0;8.8;427;25;3;36;2;1.58;300;200;0;0.05;0.07;0.15;0;0;0;0.9;23;1;11.9;23.2;24;33.3
Brood, graan, ontbijtproducten;Roggebrood gemiddeld ;snee;35;183;6;37;1;0;1;0;0.4;0;0;6;469;42;2.3;58;2;1.88;288;200;0;0.08;0.08;0.15;0;0;0;0.9;24;2.3;4.6;32.3;23;34.5
Brood, graan, ontbijtproducten;Roggebrood licht ;snee;25;192;6;37;2;0;2;0;0.6;0;0;8.3;474;25;2.5;36;2;1.9;300;200;0;0.15;0.1;0.15;0;0;0;0.9;18;1;3.8;33.5;24;32.8
Brood, graan, ontbijtproducten;Roggemeel ;eetlepel punt;10;278;10;55;2;0;2;0;0.8;0;0;15;5;45;4;92;0;3;500;350;0;0.4;0.2;0.22;0;0;0;1.6;57;1.7;3;52;40;35
Brood, graan, ontbijtproducten;Roggevlokken geplet ;eetlepel punt;5;342;12;69;2;0;2;0;0.8;0;0;5;40;64;3.7;110;2;2.6;530;373;0;0.35;0.17;0.29;0;0;0;0.9;57;1.8;1;68;48;31.1
Brood, graan, ontbijtproducten;rozijnenbrood ;snee;35;255;7;50;3;1;2;0.2;0.6;0;0;3;300;20;1.5;29;4;0.6;300;100;0;0.1;0.04;0.05;0;0;0;0.7;16;0.7;12;38;28;14.3
